recipe_id,recipe_name,image_url,ingredients,cooking_directions
10987,Lavender Cookies,http://images.media-allrecipes.com/userphotos/720x405/1076437.jpg,butter^white sugar^egg^lavender flowers^all-purpose flour^colored sugar for decoration (optional)^lavender flowers,"{'directions':  Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. Cream together the butter and sugar. Beat the egg, and blend into the butter and sugar. Mix in the lavender flowers and the flour. Drop batter by teaspoonfuls onto cookie sheets. Bake 15 to 20 minutes, or until golden. Remove cookies to cooling racks, and sprinkle with decorative sugar and additional lavender flowers if desired.'}"
19687,Cream Cheese Penguins,http://images.media-allrecipes.com/userphotos/720x405/580469.jpg,jumbo black olives pitted^cream cheese^small black olives^carrot,"{'directions':  Prep 30 m Ready In 35 m Cut a slit from top to bottom, lengthwise, into the side of each jumbo olive. Carefully insert about 1 teaspoon of cream cheese into each olive. Slice the carrot into eighteen 1/4 inch thick rounds; cut a small notch out of each carrot slice to form feet. Save the cut out piece and press into center of small olive to form the beak. If necessary cut a small slit into each olive before inserting the beak. Set a big olive, large hole side down, onto a carrot slice. Then, set a small olive onto the large olive, adjusting so that the beak, cream cheese chest and notch in the carrot slice line up. Secure with a toothpick.'}"
41442,Blueberry Cream Pie,http://images.media-allrecipes.com/userphotos/250x250/647378.jpg,recipe pastry for a (10 inch) single crust pie^white sugar^egg yolks^quick-cooking tapioca^salt^lemon juice^milk^quart fresh blueberries^egg whites^all-purpose flour^white sugar,"{'directions':  Prep 20 m Cook 30 m Ready In 50 m Preheat the oven to 425 degrees F (220 degrees C). Prepare pie pastry, and place into a 10 inch deep dish pie pan. In a large bowl, whip egg yolks with an electric mixer on high speed until pale. Gradually add 1 cup sugar while mixing. Mix until sugar has completely dissolved, and the yolks are thick and pale. This will take up to 15 minutes. Mix in the tapioca, salt and lemon juice. Stir in the milk, and then carefully fold in the blueberries. In a large glass or metal bowl, whip egg whites to stiff peaks. Fold egg whites into the blueberry mixture. Combine the remaining 1 tablespoon of sugar with the flour, and sprinkle into the bottom of the unbaked pie crust. This will absorb extra juice, and keep the pie from leaking. Pour the filling into the prepared crust. Bake for 10 minutes in the preheated oven, then reduce heat to 350 degrees F (175 degrees C). Bake for an additional 40 to 60 minutes, or until pie is set.'}"
241388,Strawberry Delight Pie,http://images.media-allrecipes.com/userphotos/720x405/4518725.jpg,reduced-fat cream cheese^confectioners' sugar^lemon juice^reduced-fat whipped topping thawed^graham cracker crust^pint fresh strawberries sliced^strawberry glaze,"{'directions': u""Prep 10 m Ready In 1 h 10 m Beat cream cheese, confectioners' sugar, and lemon juice together in a bowl with an electric mixer on low speed. Add whipped topping and beat until filling is well-combined. Spoon filling into graham cracker crust. Stir strawberries and glaze together in a bowl until berries are coated; lay berries over pie filling. Refrigerate pie until chilled, at least 1 hour.""}"
215345,Rich Turkey Gravy,https://images.media-allrecipes.com/userphotos/720x405/4503346.jpg,all-purpose flour^turkey drippings^water^chicken bouillon cubes,"{'directions':  Prep 10 m Cook 20 m Ready In 30 m In a skillet over medium heat, whisk the flour with turkey drippings until smooth, then reduce heat to low and cook, stirring frequently, until dark brown, about 10 minutes. Stir in the water and bouillon cubes, and simmer until the cubes have dissolved and the gravy is thickened and smooth, about 10 minutes.'}"
232579,Chicken Zucchini Alfredo,https://images.media-allrecipes.com/userphotos/720x405/1030093.jpg,wheat fettuccine^extra-virgin olive oil^garlic^zucchinis halved lengthwise and cut into thin half moons^red pepper flakes (optional)^skinless boneless chicken breast halves^kosher salt and ground black pepper to taste^cold milk^all-purpose flour^grated Parmesan cheese^fat-free evaporated milk^kosher salt^chopped fresh flat leaf parsley,"{'directions':  Prep 20 m Cook 35 m Ready In 55 m Fill a large pot with lightly salted water and bring to a rolling boil. Stir in the fettuccine, bring back to a boil, and cook pasta over medium heat until cooked through but still firm to the bite, about 8 minutes. Reserve about 1/2 cup cooking water and drain pasta. Heat 1 tablespoon olive oil in a skillet over medium heat; cook and stir 1 clove garlic in hot oil until fragrant, about 30 seconds. Add zucchini and red pepper flakes. Continue to cook and stir until zucchini are tender, about 5 minutes. Transfer vegetables to a large bowl and cover with aluminum foil. Season chicken breast halves with kosher salt and black pepper. Heat 1 tablespoon olive oil over medium-high heat in the same skillet used to cook zucchini. Pan-fry chicken in hot oil until juices run clear and center is no longer pink, about 5 minutes per side. Transfer chicken to a plate and cut into strips. Cover with aluminum foil. Whisk milk and flour together in a bowl. Heat remaining 1 tablespoon olive oil in a large saucepan; cook and stir remaining 1 clove garlic in hot oil until fragrant, about 30 seconds. Stir in flour mixture and bring to a boil while stirring constantly. Reduce heat to low and continue cooking and stirring for 2 minutes. Stir Parmesan cheese, evaporated milk, and 1/2 teaspoon salt into the flour mixture, stirring until cheese is melted and sauce is heated through, about 5 minutes. Season with salt and black pepper. Toss pasta, chicken strips, zucchini, and parsley into sauce, adding reserved cooking water as needed if sauce is too thick.'}"
245986,Swedish Turkey Meatballs,https://images.media-allrecipes.com/userphotos/720x405/4099396.jpg,Meatballs:^ground turkey^bread crumbs^egg^grated Parmesan cheese^garlic^dried Italian seasoning^Sauce:^beef broth^all-purpose flour^butter^heavy whipping cream^Worcestershire sauce (optional)^ground black pepper,"{'directions':  Prep 20 m Cook 33 m Ready In 53 m Mix ground turkey, bread crumbs, egg, Parmesan cheese, garlic, and Italian seasoning by hand in a large bowl. Form mixture into 1 1/2-inch meatballs. Place beef broth in a microwave-safe container and microwave on high until hot, about 2 minutes. Whisk flour into beef broth until smooth. Melt butter in a large skillet over medium heat. Add meatballs, in batches if necessary, and cook until browned on all sides, about 2 minutes per side. Reduce heat to low. Pour in beef broth slowly over meatballs. Stir in heavy cream, Worcestershire sauce, and black pepper. Cook, stirring occasionally, until meatballs are cooked through, about 10 minutes. Bring a large pot of lightly salted water to a boil. Cook egg noodles, stirring occasionally, until tender yet firm to the bite, 8 to 10 minutes; drain. Serve meatballs and sauce over noodles.'}"
145833,Summer Hummer,https://images.media-allrecipes.com/userphotos/250x250/643274.jpg,ice^fluid ounces lime vodka^fluid ounces prepared lemonade^fluid ounces lemon-lime flavored carbonated beverage^lemon wedge,"{'directions':  Prep 10 m Ready In 10 m Place the ice into a tall glass. Pour in the vodka, lemonade, and lemon-lime beverage. Garnish with a lemon wedge to serve.'}"
232892,Caramel Apple Walnut Pie,http://images.media-allrecipes.com/userphotos/250x250/1017813.jpg,peeled thinly sliced Golden Delicious^firmly packed brown sugar^ground cinnamon^Classic Crisco® Pie Crust^EAGLE BRAND® Sweetened Condensed Milk^butter^firmly packed brown sugar^Pillsbury BEST® All Purpose Flour^cold butter^chopped walnuts,"{'directions':  Prep 15 m Cook 1 h 10 m Ready In 1 h 25 m Heat oven to 350 degrees F. Toss apple slices, 1/4 cup brown sugar and cinnamon in large bowl until evenly coated. Arrange apples in pie crust. Whisk sweetened condensed milk and melted butter in same bowl until smooth. Pour evenly over apples. Bake 30 minutes. Combine remaining 1/3 cup brown sugar and flour in medium bowl. Cut in 2 tablespoons cold butter with pastry blender or 2 knives until mixture resembles coarse crumbs. Stir in walnuts. Sprinkle evenly over pie. Bake an additional 35 to 40 minutes or until apples are tender and topping is golden brown. Cool completely on wire rack.'}"
24600,Sausage Cheese Dip,https://images.media-allrecipes.com/userphotos/720x405/701261.jpg,ground pork sausage^loaf processed cheese^sour cream^diced tomatoes with green chile peppers^green onions,"{'directions':  Prep 5 m Cook 10 m Ready In 15 m Place ground pork sausage in a large, deep skillet. Cook over medium high heat until evenly brown. In a medium saucepan over medium heat, melt processed cheese. Drain sausage and mix in a medium bowl with the melted processed cheese, sour cream, diced tomatoes with green chile peppers and green onions.'}"
212692,Snacks' Crazy Sweet Corn Pudding,https://images.media-allrecipes.com/userphotos/720x405/830890.jpg,margarine^white sugar^eggs^reduced-fat sour cream^vanilla extract^ground nutmeg^ground cinnamon^ground cloves^dry corn muffin mix^milk^cream-style corn^sweet corn,"{'directions':  Prep 15 m Cook 45 m Ready In 3 h Preheat an oven to 375 degrees F (190 degrees C). Lightly grease a baking dish. Beat the margarine and sugar with an electric mixer in a large bowl until light and fluffy. The mixture should be noticeably lighter in color. Add the room-temperature eggs one at a time, allowing each egg to blend into the butter mixture before adding the next. Beat in the sour cream, vanilla, nutmeg, cinnamon, and cloves. Pour in the corn muffin mix alternately with the milk, mixing until just incorporated. Fold in the cream-style corn and sweet corn; mixing just enough to evenly combine. Pour the batter into prepared pan. Bake in the preheated oven until a toothpick inserted into the center comes out clean, 45 minutes to 1 hour. Cool in the pans for 10 minutes before removing to cool completely on a wire rack.'}"
8806,Easiest Oven Baked Chicken,https://images.media-allrecipes.com/userphotos/250x250/668087.jpg,chicken^melted butter^crushed saltine crackers,{'directions':  Preheat oven to 325 degrees F (165 degrees C). Dip the skinless chicken pieces in the melted butter/margarine. Coat with the crushed salted cracker crumbs. Place on a cookie sheet lined with tin foil and bake in the preheated oven for 1 hour.'}
93213,Arkansas Sin,https://images.media-allrecipes.com/userphotos/250x250/722286.jpg,cream cheese^shredded Cheddar cheese^diced cooked ham^small onion^jalapeno pepper^loaf round sourdough bread^buttery crackers,"{'directions':  Prep 15 m Cook 40 m Ready In 55 m Preheat the oven to 350 degrees F (175 degrees C). In a medium bowl, mix together the cream cheese, Cheddar cheese, ham, onions and jalapeno peppers. Cut a circle out of the top of the bread, and remove the center leaving a 1 inch shell of bread. Fill bread with the cheese mixture. Bake for 35 to 40 minutes in the preheated oven, until the dip is heated through. Serve with crackers for a wonderful taste experience!'}"
32385,Best Lemonade Ever,https://images.media-allrecipes.com/userphotos/720x405/5087426.jpg,white sugar^water^lemon juice,"{'directions':  Prep 30 m Cook 5 m Ready In 4 h 35 m In a small saucepan, combine sugar and 1 cup water. Bring to boil and stir to dissolve sugar. Allow to cool to room temperature, then cover and refrigerate until chilled. Remove seeds from lemon juice, but leave pulp. In pitcher, stir together chilled syrup, lemon juice and remaining 7 cups water.'}"
258670,Dulce de Leche con Leche Condensada,https://images.media-allrecipes.com/userphotos/720x405/4540640.jpg,sweetened condensed milk label removed,"{'directions':  Prep 5 m Cook 3 h 5 m Ready In 3 h 40 m Place can of sweetened condensed milk in a saucepan. Pour in enough water to come halfway up the sides of the can; bring to a boil. Reduce heat to medium; cover and cook, adding more water as needed, about 3 hours. Transfer can to a bowl of ice water using tongs. Let cool completely before opening, at least 30 minutes.'}"
41094,Beefy Manicotti,https://images.media-allrecipes.com/userphotos/250x250/387176.jpg,manicotti shells^ground beef^small onion^garlic^dry bread crumbs^Italian seasoning^egg^Italian blend shredded cheese^tomato sauce^stewed tomatoes^white Zinfandel^mushrooms thinly sliced,"{'directions':  Prep 30 m Cook 40 m Ready In 1 h 10 m Preheat oven to 350 degrees F (175 degrees C). Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Place ground beef, onion and garlic in a large, deep skillet. Cook over medium high heat until beef is evenly brown. Remove from heat. Mix in bread crumbs, Italian seasoning, egg and 1 cup shredded cheese. Spoon filling into manicotti shells. Combine tomato sauce, stewed tomatoes, wine and mushrooms. Spoon sauce to cover the bottom of an 8x11 inch baking dish. Arrange filled manicotti in a single layer, and cover with remaining sauce. Sprinkle top with remaining cheese. Cover, and bake in preheated oven for 30 minutes. Remove cover, and bake 10 minutes.'}"
149686,German Beef Rouladen,https://images.media-allrecipes.com/userphotos/720x405/2246370.jpg,Dijon mustard^round steak pounded 1/4 inch thick^minced onion^paprika^salt^freshly ground black pepper^bacon^canola oil^beef broth^water^cornstarch^warm water^sour cream,"{'directions':  Prep 20 m Cook 35 m Ready In 55 m Spread 1/2 tablespoon mustard over one side of each piece of meat. Sprinkle the onion, paprika, salt, and pepper evenly over the steaks. Lay one slice of bacon on each piece. Roll the steaks jelly-roll style and secure with toothpicks. Heat the canola oil in a skillet over medium heat. Cook meat on all sides until browned. Add the beef broth and water; bring to a boil. Reduce heat to medium low; cover and simmer until tender, about 30 minutes. Remove the meat rolls. Strain the broth mixture and return liquid to the skillet. Whisk together the cornstarch and 1 cup of water. Slowly pour the cornstarch slurry into the skillet, stirring continually until the sauce has thickened, 2 to 3 minutes. Stir in the sour cream. Return rolls to the sauce; serve immediately.'}"
59280,Saffron Rice,https://images.media-allrecipes.com/userphotos/250x250/168768.jpg,butter^diced onion^uncooked long grain white rice^water^dried parsley flakes^saffron threads^yellow food coloring (optional),"{'directions':  Prep 15 m Cook 45 m Ready In 1 h Heat the butter in a saucepan over medium heat. Stir in the onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Reduce heat to medium-low, and continue cooking and stirring until the onion is very tender and dark brown, 15 to 20 minutes more. Pour in rice and stir to coat. Stir in water, parsley flakes, saffron, and 3 drops of yellow food coloring (optional). Reduce heat, cover, and simmer until water is absorbed, about 30 minutes.'}"
7086,Basic British Scones,https://images.media-allrecipes.com/userphotos/250x250/661754.jpg,all-purpose flour^cream of tartar^baking soda^salt^margarine^white sugar^milk^milk,"{'directions':  Prep 15 m Cook 10 m Ready In 25 m Preheat oven to 425 degrees F (220 degrees C). Line a baking sheet with parchment paper. Sift the flour, cream of tartar, baking soda and salt into a bowl. Rub in the butter until the mixture resembles fine breadcrumbs. Stir in the sugar and enough milk to mix to a soft dough. Turn onto a floured surface, knead lightly and roll out to a 3/4-inch thickness. Cut into 2-inch rounds and place on the prepared baking sheet. Brush with milk to glaze. Bake at 425 degrees F (220 degrees C) for 10 minutes then cool on a wire rack. Serve with butter or clotted cream and jam.'}"
60505,Crabmeat Roll-Ups,http://images.media-allrecipes.com/userphotos/720x405/580511.jpg,cream cheese^cocktail sauce^imitation crabmeat chopped^shredded Swiss cheese^chopped green onion^flour tortillas^additional cocktail sauce for dipping,"{'directions':  Prep 10 m Ready In 8 h 10 m In a medium bowl, mix together the cream cheese and cocktail sauce until well blended. Stir in crabmeat, Swiss cheese, and green onion. Spread about 1/2 cup of the mixture onto each tortilla, and roll up tightly. Wrap each tortilla in plastic wrap, and refrigerate overnight. Slice rolls into 1/2 inch circles, and arrange on a serving tray with a bowl of cocktail sauce for dipping.'}"
12955,Hamburger Soup II,https://images.media-allrecipes.com/userphotos/720x405/771601.jpg,lean ground beef^large potatoes^celery^salt and pepper to taste^onions^peas^small carrots^condensed tomato soup^water,"{'directions':  Prep 15 m Cook 10 m Ready In 8 h 25 m Place ground beef in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, crumble, and set aside. Place a the potatoes in a layer to cover the bottom of the slow cooker. Sprinkle the celery over the potatoes, and cover with a layer of ground beef. Season each layer with salt and pepper. Throw in the carrots, onions and peas. Mix together the tomato soup and water, and pour over the top. Cover, and set to low for 6 to 8 hours.'}"
256376,Mini Twice-Baked Potatoes,http://images.media-allrecipes.com/userphotos/720x405/4258445.jpg,bacon^baby potatoes^vegetable oil^salt and ground black pepper to taste^butter^mascarpone cheese^green onions^shredded Cheddar cheese^shrimp^Creole seasoning,"{'directions':  Prep 25 m Cook 51 m Ready In 1 h 21 m Preheat oven to 400 degrees F (200 degrees C). (If using a countertop induction oven, preheat on the ""Combo 3"" setting). Cook bacon in a large skillet over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels; crumble into small pieces. Toss potatoes with vegetable oil to coat; season with salt and pepper. Spread potatoes on a baking sheet. Bake potatoes in the preheated oven until tender, about 30 minutes in the conventional oven and 20 minutes in the countertop induction oven. Cool potatoes until easily handled, about 5 minutes. Slice off the top 1/4 of each potato lengthwise. Scoop flesh into a bowl using a melon baller or small spoon, leaving about 1/8 inch of flesh on the skin. Mash melted butter and mascarpone cheese into the potato flesh in the bowl. Beat with a hand mixer until fluffy, about 30 seconds. Stir in bacon, green onions, and Cheddar cheese. Fill potato skins with potato mixture; return to the baking sheet. Bake filled potatoes in the preheated oven until warmed through, about 5 minutes. Turn on the oven\'s broiler; broil potatoes until cheese is bubbly and browned, 3 to 4 minutes. Remove from the oven. Season shrimp with Creole seasoning; transfer to a grill pan. Grill shrimp over high heat until opaque, about 3 minutes. (If using a countertop induction oven, cook shrimp on the ""Grill setting"" until opaque, about 3 minutes.) Top each potato with 1 shrimp.'}"
235235,Amazing Pineapple Cranberry Sauce,https://images.media-allrecipes.com/userphotos/720x405/1758265.jpg,pineapple chunks with juice^water as needed^white sugar^bag fresh cranberries,"{'directions':  Prep 10 m Cook 10 m Ready In 50 m Drain juice from canned pineapple into a measuring cup. Fill the measuring cup with enough water to equal 1 cup liquid altogether. Stir pineapple juice mixture and sugar together in a saucepan; bring to a boil, stirring constantly. Add cranberries and return to a boil. Reduce heat to low and simmer until cranberries burst, about 10 minutes. Mix pineapple chunks into cranberry mixture. Cool to room temperature before serving.'}"
245665,Moroccan Carrot Dip,http://images.media-allrecipes.com/userphotos/720x405/3110201.jpg,carrots^garlic^fresh ginger root peeled and thinly sliced^salt divided^apricot preserves^fresh lemon juice^toasted sesame oil^ground coriander^cayenne pepper,"{'directions':  Prep 10 m Cook 12 m Ready In 22 m Put carrots, garlic, ginger, and 1/4 teaspoon salt in a large saucepan. Add 2 cups water to cover. Bring to a boil, then reduce heat and simmer, covered, until carrots are tender, 10 to 12 minutes. Drain. Transfer carrot mixture to a food processor along with remaining 1/2 teaspoon salt, apricot preserves, lemon juice, sesame oil, coriander, and cayenne. Process until almost smooth.'}"
228707,Roasted Garlic Chicken Penne,https://images.media-allrecipes.com/userphotos/250x250/985184.jpg,uncooked penne pasta^boneless skinless chicken breasts^broccoli florets^chopped drained roasted red bell peppers (from a jar)^pouch Progresso™ Recipe Starters™ creamy roasted garlic with chicken stock cooking sauce^Special Additions if desired:^red wine vinegar^Chopped fresh basil leaves,"{'directions':  Prep 15 m Ready In 30 m Cook and drain pasta as directed on package. In 12-inch skillet, heat 2 tablespoons vegetable oil over medium-high heat until hot. Add chicken; sprinkle with 1 teaspoon salt and 1/2 teaspoon pepper. Cook 4 to 6 minutes, stirring frequently, until chicken is no longer pink in center. Add broccoli and roasted peppers. Reduce heat to medium; cover and cook 4 to 5 minutes or until crisp-tender. Add pasta and cooking sauce. Cook and toss about 1 minute or until hot. Stir in vinegar and basil.'}"
174084,Citrus Lemonade,https://images.media-allrecipes.com/userphotos/250x250/113958.jpg,white sugar^lemons juiced^limes juiced^oranges juiced^quarts cold water^lime sliced into rounds (optional)^ice cubes,"{'directions':  Prep 20 m Ready In 20 m Pour the sugar, lemon juice, lime juice, and orange juice into a gallon-sized container; stir until the sugar has dissolved. Serve over ice with a slice of lime if desired.'}"
246125,Sandwich Rolls,http://images.media-allrecipes.com/userphotos/720x405/3253594.jpg,active dry yeast^warm water (100 to 110 degrees F)^fine salt^bread flour,"{'directions':  Prep 5 m Cook 30 m Ready In 3 h Place yeast and warm water in the bowl of a stand mixer; whisk to mix. Add flour and salt. Knead with dough hook until mixture forms a soft, sticky dough ball and easily pulls away from the sides and the hook, about 5 minutes. (If still too sticky, add a bit more flour and knead a few more seconds.) Transfer dough to a work surface and form into a smooth ball. Place dough back in the mixing bowl. Drizzle the dough and sides of bowl a few drops of vegetable oil. Spread a film of oil over the surface of the dough. Cover the bowl and transfer to a warm, draft-free place until dough is doubled in size, 60 to 90 minutes. Transfer dough to a floured work surface. Form into a rectangle shape and cut into 6 equal pieces. Using your cupped hand and the work surface, roll each section of dough into a smooth round ball. Cover with a clean, dry cloth and let rest 15 minutes. Flatten dough balls into 6- or 7-inch long ovals. Starting with a long edge, roll the dough into a cylinder, applying extra pressure to the ends to form pointy tips for a classic French roll shape. Transfer to parchment-lined baking sheets (do not crowd them) and cover with clean dry towels until doubled, about 1 hour. Preheat oven to 450 degrees F (230 degrees C). Place a pan of water on the bottom rack. With a very sharp knife, score each roll about 1/4 inch deep along one side somewhere between the side and the top. Spritz loaves lightly with water from a spray bottle. Bake in preheated oven about 20 minutes. Spritz loaves again and rotate pans for a more even bake. Bake until loaves are golden brown, about 10 more minutes. Transfer to a cooling rack; cool completely before cutting.'}"
53266,Fettucine with Heavenly Salmon Sauce,https://images.media-allrecipes.com/userphotos/720x405/1059772.jpg,butter^salmon^leek sliced^red onion^garlic^light cream^sour cream^cornstarch^lemon zest^ground black pepper^paprika^dry fettuccine noodles^grated Parmesan cheese,"{'directions':  Prep 15 m Cook 20 m Ready In 35 m Melt butter in a large skillet over medium heat. Add the salmon, leek, onion, and garlic, and fry until fragrant, about 2 minutes. In a medium bowl, mix together the cream, sour cream, and cornstarch; stir into the skillet. Stir in the lemon zest, pepper, and paprika. Cook, stirring constantly, for 10 minutes, until sauce is thickened and salmon flakes easily with a fork. Meanwhile, bring a large pot of lightly salted water to a boil. Add fettuccine and cook for 8 to 10 minutes or until al dente. Drain, and toss with the salmon sauce. Top with Parmesan cheese to serve.'}"
159972,Tender Pan-Fried Chicken Breasts,https://images.media-allrecipes.com/userphotos/720x405/1779610.jpg,flour^dried tarragon^salt^ground ginger^ground black pepper^dry mustard powder^dried thyme leaves^garlic powder^dried oregano^egg^milk^skinless boneless chicken breast halves^vegetable oil,"{'directions':  Prep 20 m Cook 25 m Ready In 55 m Stir together flour, tarragon, salt, ginger, pepper, mustard powder, thyme, garlic powder, and oregano in a shallow bowl until well blended. Beat the egg together with the milk until smooth in a bowl. Dredge the chicken breasts in the flour mixture, shake off excess, then dip in egg, and again in flour. Set breasts aside to rest for 10 minutes. Preheat oven to 350 degrees F (175 degrees C). Heat the vegetable oil in a skillet over medium-high heat. Dredge the chicken breasts in flour again, and shake off excess. Brown the chicken in the hot oil until golden brown on both sides. Place onto a baking sheet, and bake in preheated oven until the chicken is no longer pink in the center, 20 to 30 minutes.'}"
70447,Cheesy Baked Eggplant,https://images.media-allrecipes.com/userphotos/720x405/999135.jpg,eggplant sliced into 1/2 inch rounds^olive oil^garlic powder^olive oil^small onion^garlic^small tomatoes chopped^fresh spinach leaves^ricotta cheese^shredded mozzarella cheese^grated Parmesan cheese^tomato pasta sauce^Italian seasoning,"{'directions':  Prep 20 m Cook 40 m Ready In 1 h Preheat the oven to 350 degrees F (175 degrees C). Brush eggplant slices with olive oil on both sides, and place them on a baking sheet. Sprinkle garlic powder over the top. Bake for 10 minutes. Heat 2 tablespoons of olive oil in a large skillet over medium heat. Add the onion, garlic, tomatoes and spinach. Cook and stir for a few minutes until fragrant, and the tomatoes have released their juices. In a medium bowl, mix together 1/2 cup of ricotta cheese, 1/2 cup of mozzarella cheese, and 1/2 cup of Parmesan cheese. Set aside. Place the eggplant slices in a greased 9x13 inch baking dish. Top with the spinach mixture. Spoon the cheese mixture over the spinach, and spread into a thin layer. Pour the spaghetti sauce over the cheese layer. Sprinkle the remaining mozzarella and Parmesan cheese over the top. Sprinkle with Italian seasoning. Bake for 30 minutes in the preheated oven, or until heated through and the eggplant is easily pierced with a fork.'}"
14133,Finnish Summer Soup,https://images.media-allrecipes.com/userphotos/720x405/472652.jpg,water^small potatoes^salt^ground black pepper^butter^green onions^baby carrots^fresh green beans cut into 1-inch lengths^fresh shelled green peas^half-and-half^all-purpose flour,"{'directions':  Heat water to boiling in a medium pot; add potatoes. Reduce heat and simmer until potatoes are tender, approximately 15 to 20 minutes. Add salt, pepper, butter, onions, carrots and green beans; simmer until tender then add peas. In a small bowl, stir together half-and-half and flour until smooth; stir into the simmering vegetables. Cook, stirring constantly until the soup is slightly thickened. Serve immediately.'}"
168579,Thai Peanut Noodle Stir-Fry,https://images.media-allrecipes.com/userphotos/250x250/660811.jpg,uncooked spaghetti^cornstarch^vegetable broth^creamy peanut butter^soy sauce^honey^brown sugar^sesame oil^ground ginger^ground red pepper^sake^vegetable oil^garlic^onion^broccoli florets^carrots^red bell pepper^sugar snap peas,"{'directions':  Prep 15 m Cook 20 m Ready In 35 m Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the spaghetti, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 12 minutes. Drain well in a colander set in the sink. Meanwhile, whisk the cornstarch into the vegetable broth until dissolved. Whisk in the peanut butter, soy sauce, honey, brown sugar, sesame oil, ground ginger, and red pepper. Bring to a boil over medium-high heat, then reduce heat to medium-low, and simmer until thickened, about 5 minutes. Stir in the sake and keep warm. Heat the vegetable oil in a large skillet over medium heat. Stir in the garlic and onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Stir in the broccoli, carrots, red bell pepper, and sugar snap peas. Reduce heat, cover, and steam until the vegetables are tender, about 5 minutes. Toss the vegetables with the peanut sauce and pasta to serve.'}"
18340,Very Easy Risotto,http://images.media-allrecipes.com/userphotos/720x405/4366827.jpg,butter^sliced green onion^uncooked long-grain rice^water^chicken bouillon granules^ground black pepper^grated Parmesan cheese,"{'directions':  Prep 10 m Cook 30 m Ready In 40 m Melt butter in a large skillet over medium-high heat. Cook green onions in butter briefly, then add the rice. Cook and stir for a few minutes to toast rice. Stir in water, and season with chicken bouillon and pepper. Bring to a boil, then reduce heat to medium-low. Cover, and simmer for 20 minutes. Remove from heat, cover, and let stand for 5 minutes. Stir in the Parmesan cheese.'}"
11620,Oatmeal Raisin Cookies IV,http://images.media-allrecipes.com/userphotos/720x405/1582850.jpg,eggs beaten^raisins^vanilla extract^butter^packed brown sugar^white sugar^all-purpose flour^ground cinnamon^baking soda^rolled oats^chopped pecans,"{'directions':  Combine eggs, vanilla and raisins in a small bowl; cover and let stand for 1 hour. Preheat oven to 350 degrees F (175 degrees C). In a large bowl, cream the butter, brown sugar, and white sugar together. Sift together the flour, cinnamon, and baking soda; stir into the creamed mixture. Then stir in the raisin mixture, rolled oats, and nuts. Drop by teaspoonfuls onto an unprepared cookie sheet. Bake for 10 minutes, or until lightly browned.'}"
244885,Greg's Easy Spaghetti with Balsamic Chicken,https://images.media-allrecipes.com/userphotos/720x405/4093696.jpg,box Barilla® Pronto™ Spaghetti^cold water^cooked cubed chicken breast^cherry tomatoes halved^balsamic vinegar^shredded Asiago cheese^basil leaves^Salt and black pepper to taste,"{'directions':  Prep 5 m Cook 10 m Ready In 15 m Pour whole box of pasta into a large skillet (approximately 12 inches in diameter). Pour 3 cups of cold water into the pan ensuring that the water covers the pasta. Turn the burner to high and set your timer to 10 minutes (optional: add a bit of salt to taste). After 7 minutes add chicken, tomatoes and vinegar; cook an additional 3 minutes. Remove from heat. Fold in cheese and sprinkle with basil. Serve immediately.'}"
213586,Minty Nanaimo Bars,http://images.media-allrecipes.com/userphotos/720x405/4077857.jpg,mint chocolate chips^butter^chocolate wafer cookie crumbs^flaked coconut^chopped walnuts^butter^confectioners' sugar^milk^custard powder^peppermint extract^green food coloring^mint chocolate chips^butter,"{'directions': u""Prep 20 m Ready In 2 h 20 m Melt 1 cup of mint chocolate chips with 1/2 cup butter in a large saucepan over very low heat, and stir to combine. Mix in the chocolate wafer crumbs, coconut, and walnuts, and press the mixture into the bottom of an 8x8-inch square pan. Chill until the crust is set, at least 30 minutes. Place 1/4 cup of softened butter into a mixing bowl, and beat in confectioners' sugar, milk, custard powder, and peppermint extract until the filling is smooth and thick. Beat in green food coloring, 1 drop at a time, to reach desired green color. Spread the filling on the crust in a smooth layer; refrigerate until set, at least 30 minutes. Melt together 3/4 cup of mint chocolate chips with 1 tablespoon butter in a small saucepan over very low heat, and stir to mix thoroughly. Allow the mixture to cool for several minutes, then spread on chilled mint filling layer. Return the dish to refrigerator, chill until set, at least 1 hour, and cut into squares to serve.""}"
